"city","city_ascii","lat","lng","country","iso2","iso3","admin_name","capital","population","id"
"Licínio de Almeida","Licinio de Almeida","-14.6819","-42.5078","Brazil","BR","BRA","Bahia","minor","11834","1076371811"
"Paulista","Paulista","-6.5939","-37.6239","Brazil","BR","BRA","Paraíba","minor","11834","1076002396"
"Frecheirinha","Frecheirinha","-3.7600","-40.8158","Brazil","BR","BRA","Ceará","minor","11832","1076241447"
"Areal","Areal","-22.2308","-43.1058","Brazil","BR","BRA","Rio de Janeiro","minor","11828","1076449923"
"Tapiratiba","Tapiratiba","-21.4678","-46.7489","Brazil","BR","BRA","São Paulo","minor","11816","1076955040"
"Jataìzinho","Jataizinho","-23.2539","-50.9800","Brazil","BR","BRA","Paraná","minor","11813","1076526726"
"Bocaina","Bocaina","-22.1361","-48.5181","Brazil","BR","BRA","São Paulo","minor","11810","1076989834"
"Virgem da Lapa","Virgem da Lapa","-16.8039","-42.3428","Brazil","BR","BRA","Minas Gerais","minor","11804","1076690680"
"Serra do Salitre","Serra do Salitre","-19.1108","-46.6900","Brazil","BR","BRA","Minas Gerais","minor","11801","1076188853"
"Nordestina","Nordestina","-10.8228","-39.4278","Brazil","BR","BRA","Bahia","minor","11800","1076755188"
"Axixá","Axixa","-2.8369","-44.0528","Brazil","BR","BRA","Maranhão","minor","11790","1076829101"
"São Gonçalo do Pará","Sao Goncalo do Para","-19.9828","-44.8589","Brazil","BR","BRA","Minas Gerais","minor","11770","1076000814"
"Brotas de Macaúbas","Brotas de Macaubas","-11.9989","-42.6258","Brazil","BR","BRA","Bahia","minor","11765","1076204887"
"Edéia","Edeia","-17.3389","-49.9308","Brazil","BR","BRA","Goiás","minor","11747","1076066085"
"Piranhas","Piranhas","-16.4269","-51.8219","Brazil","BR","BRA","Goiás","minor","11712","1076951314"
"Ubaí","Ubai","-16.2850","-44.7778","Brazil","BR","BRA","Minas Gerais","minor","11708","1076943170"
"Ibirá","Ibira","-21.0800","-49.2408","Brazil","BR","BRA","São Paulo","minor","11690","1076713231"
"Brejetuba","Brejetuba","-20.1458","-41.2900","Brazil","BR","BRA","Espírito Santo","minor","11687","1076480309"
"Luís Alves","Luis Alves","-26.7208","-48.9328","Brazil","BR","BRA","Santa Catarina","minor","11684","1076000985"
"São Sebastião do Uatumã","Sao Sebastiao do Uatuma","-2.5719","-57.8708","Brazil","BR","BRA","Amazonas","minor","11670","1076957010"
"Terenos","Terenos","-20.4419","-54.8600","Brazil","BR","BRA","Mato Grosso do Sul","minor","11662","1076729588"
"Jardim do Seridó","Jardim do Serido","-6.5839","-36.7739","Brazil","BR","BRA","Rio Grande do Norte","minor","11655","1076974092"
"Guaiçara","Guaicara","-21.6219","-49.7986","Brazil","BR","BRA","São Paulo","minor","11633","1076186233"
"Angicos","Angicos","-5.6658","-36.6008","Brazil","BR","BRA","Rio Grande do Norte","minor","11632","1076687770"
"Porecatu","Porecatu","-22.7558","-51.3789","Brazil","BR","BRA","Paraná","minor","11624","1076148890"
"Ielmo Marinho","Ielmo Marinho","-5.8239","-35.5528","Brazil","BR","BRA","Rio Grande do Norte","minor","11615","1076424391"
"Ibicuitinga","Ibicuitinga","-4.9739","-38.6389","Brazil","BR","BRA","Ceará","minor","11611","1076229272"
"Xexéu","Xexeu","-8.8019","-35.6269","Brazil","BR","BRA","Pernambuco","minor","11611","1076882581"
"Piraúba","Pirauba","-21.2758","-43.0258","Brazil","BR","BRA","Minas Gerais","minor","11610","1076245527"
"Gararu","Gararu","-9.9675","-37.0833","Brazil","BR","BRA","Sergipe","minor","11601","1076493938"
"Cruzeiro do Sul","Cruzeiro do Sul","-29.5128","-51.9850","Brazil","BR","BRA","Rio Grande do Sul","minor","11600","1076987096"
"Lençóis","Lencois","-12.5628","-41.3900","Brazil","BR","BRA","Bahia","minor","11586","1076448489"
"Ipaporanga","Ipaporanga","-4.9000","-40.7589","Brazil","BR","BRA","Ceará","minor","11575","1076064095"
"Santa Cruz da Baixa Verde","Santa Cruz da Baixa Verde","-7.8208","-38.1528","Brazil","BR","BRA","Pernambuco","minor","11567","1076924268"
"Silves","Silves","-2.8389","-58.2092","Brazil","BR","BRA","Amazonas","minor","11559","1076795743"
"Araçás","Aracas","-12.2200","-38.2028","Brazil","BR","BRA","Bahia","minor","11557","1076854989"
"Itainópolis","Itainopolis","-7.4469","-41.4783","Brazil","BR","BRA","Piauí","minor","11551","1076648651"
"Carmo da Cachoeira","Carmo da Cachoeira","-21.4608","-45.2239","Brazil","BR","BRA","Minas Gerais","minor","11547","1076799128"
"Quatipuru","Quatipuru","-0.9008","-47.0058","Brazil","BR","BRA","Pará","minor","11524","1076959149"
"Jucati","Jucati","-8.7058","-36.4889","Brazil","BR","BRA","Pernambuco","minor","11517","1076315771"
"Cachoeira Alta","Cachoeira Alta","-18.7628","-50.9419","Brazil","BR","BRA","Goiás","minor","11513","1076336461"
"Estiva","Estiva","-22.4628","-46.0169","Brazil","BR","BRA","Minas Gerais","minor","11502","1076192640"
"Iconha","Iconha","-20.7928","-40.8108","Brazil","BR","BRA","Espírito Santo","","11481","1076857916"
"Alto Alegre dos Parecis","Alto Alegre dos Parecis","-12.1278","-61.8508","Brazil","BR","BRA","Rondônia","minor","11479","1076019248"
"Palestina","Palestina","-20.3900","-49.4328","Brazil","BR","BRA","São Paulo","minor","11476","1076718506"
"Lebon Régis","Lebon Regis","-26.9289","-50.6950","Brazil","BR","BRA","Santa Catarina","minor","11472","1076117797"
"Pirangi","Pirangi","-21.0914","-48.6578","Brazil","BR","BRA","São Paulo","minor","11471","1076411878"
"Cidade Gaúcha","Cidade Gaucha","-23.3800","-52.9450","Brazil","BR","BRA","Paraná","minor","11467","1076061148"
"Prudente de Morais","Prudente de Morais","-19.4819","-44.1550","Brazil","BR","BRA","Minas Gerais","minor","11466","1076071573"
"Abadiânia","Abadiania","-16.2039","-48.7069","Brazil","BR","BRA","Goiás","minor","11452","1076524654"
"Florestópolis","Florestopolis","-22.8628","-51.3869","Brazil","BR","BRA","Paraná","minor","11446","1076726162"
"Ouro Branco","Ouro Branco","-9.1667","-37.3567","Brazil","BR","BRA","Alagoas","minor","11446","1076943029"
"Montanhas","Montanhas","-6.4858","-35.2878","Brazil","BR","BRA","Rio Grande do Norte","minor","11444","1076024908"
"Saubara","Saubara","-12.7378","-38.7689","Brazil","BR","BRA","Bahia","minor","11438","1076713805"
"Caetanópolis","Caetanopolis","-19.2950","-44.4189","Brazil","BR","BRA","Minas Gerais","minor","11435","1076848044"
"Sales Oliveira","Sales Oliveira","-20.7719","-47.8378","Brazil","BR","BRA","São Paulo","minor","11411","1076954861"
"Sào Amaro das Brotas","Sao Amaro das Brotas","-10.7889","-37.0544","Brazil","BR","BRA","Sergipe","minor","11410","1076944361"
"Cabo Verde","Cabo Verde","-21.4719","-46.3958","Brazil","BR","BRA","Minas Gerais","minor","11410","1076433719"
"Barro Alto","Barro Alto","-14.9708","-48.9158","Brazil","BR","BRA","Goiás","minor","11408","1076654663"
"Eldorado","Eldorado","-23.7869","-54.2839","Brazil","BR","BRA","Mato Grosso do Sul","minor","11386","1076329907"
"Santa Fé","Santa Fe","-23.0378","-51.8050","Brazil","BR","BRA","Paraná","minor","11378","1076690587"
"Garuva","Garuva","-26.0269","-48.8550","Brazil","BR","BRA","Santa Catarina","minor","11378","1076424163"
"Campo do Meio","Campo do Meio","-21.1069","-45.8300","Brazil","BR","BRA","Minas Gerais","minor","11377","1076591121"
"Alcântaras","Alcantaras","-3.5889","-40.5458","Brazil","BR","BRA","Ceará","minor","11369","1076451406"
"Bataiporã","Bataipora","-22.2953","-53.2711","Brazil","BR","BRA","Mato Grosso do Sul","minor","11349","1076881437"
"Cardoso","Cardoso","-20.0819","-49.9139","Brazil","BR","BRA","São Paulo","minor","11345","1076910611"
"Pimenteiras","Pimenteiras","-6.2450","-41.4189","Brazil","BR","BRA","Piauí","minor","11341","1076933547"
"Machados","Machados","-7.6858","-35.5150","Brazil","BR","BRA","Pernambuco","minor","11333","1076004279"
"Gouvêa","Gouvea","-18.4560","-43.7424","Brazil","BR","BRA","Minas Gerais","minor","11331","1076858682"
"Tabapuã","Tabapua","-20.9639","-49.0319","Brazil","BR","BRA","São Paulo","minor","11323","1076931996"
"Estiva Gerbi","Estiva Gerbi","-22.2708","-46.9450","Brazil","BR","BRA","São Paulo","minor","11295","1076001518"
"Getulina","Getulina","-21.7986","-49.9286","Brazil","BR","BRA","São Paulo","minor","11287","1076426209"
"Pedro de Toledo","Pedro de Toledo","-24.2750","-47.2328","Brazil","BR","BRA","São Paulo","minor","11281","1076725526"
"Curimatá","Curimata","-10.0358","-44.3058","Brazil","BR","BRA","Piauí","minor","11270","1076271852"
"Caetano","Caetano","-14.3378","-40.9100","Brazil","BR","BRA","Bahia","minor","11266","1076642327"
"Roncador","Roncador","-24.6028","-52.2750","Brazil","BR","BRA","Paraná","minor","11251","1076051192"
"Quebrangulo","Quebrangulo","-9.3189","-36.4711","Brazil","BR","BRA","Alagoas","minor","11248","1076029239"
"São João do Manhuaçu","Sao Joao do Manhuacu","-20.3939","-42.1508","Brazil","BR","BRA","Minas Gerais","minor","11246","1076278406"
"Betânia","Betania","-8.2767","-38.0339","Brazil","BR","BRA","Pernambuco","minor","11232","1076452583"
"Mineiros do Tietê","Mineiros do Tiete","-22.4089","-48.4508","Brazil","BR","BRA","São Paulo","minor","11230","1076206689"
"Resende Costa","Resende Costa","-20.9219","-44.2378","Brazil","BR","BRA","Minas Gerais","minor","11230","1076408656"
"Aratuba","Aratuba","-4.4178","-39.0450","Brazil","BR","BRA","Ceará","minor","11224","1076986261"
"Antônio Carlos","Antonio Carlos","-27.5169","-48.7678","Brazil","BR","BRA","Santa Catarina","minor","11224","1076302382"
"Pinheiro Machado","Pinheiro Machado","-31.5778","-53.3808","Brazil","BR","BRA","Rio Grande do Sul","minor","11214","1076070054"
"Nilo Peçanha","Nilo Pecanha","-13.5989","-39.1069","Brazil","BR","BRA","Bahia","minor","11213","1076019753"
"Bom Jesus","Bom Jesus","-28.6678","-50.4169","Brazil","BR","BRA","Rio Grande do Sul","minor","11202","1076493056"
"Faxinal dos Guedes","Faxinal dos Guedes","-26.8528","-52.2600","Brazil","BR","BRA","Santa Catarina","minor","11192","1076672125"
"Pacoti","Pacoti","-4.2250","-38.9228","Brazil","BR","BRA","Ceará","minor","11186","1076844973"
"Aurelino Leal","Aurelino Leal","-14.3169","-39.3269","Brazil","BR","BRA","Bahia","minor","11179","1076003236"
"Moreira Sales","Moreira Sales","-24.0619","-53.0069","Brazil","BR","BRA","Paraná","minor","11175","1076479147"
"Seringueiras","Seringueiras","-11.7981","-63.0311","Brazil","BR","BRA","Rondônia","minor","11171","1076017164"
"Capela de Santana","Capela de Santana","-29.7000","-51.3250","Brazil","BR","BRA","Rio Grande do Sul","minor","11159","1076636417"
"Areiópolis","Areiopolis","-22.6681","-48.6650","Brazil","BR","BRA","São Paulo","minor","11158","1076875790"
"Cacequi","Cacequi","-29.8839","-54.8250","Brazil","BR","BRA","Rio Grande do Sul","minor","11157","1076502675"
"Bernardino de Campos","Bernardino de Campos","-23.0131","-49.4742","Brazil","BR","BRA","São Paulo","minor","11157","1076528578"
"Antônio Cardoso","Antonio Cardoso","-12.4350","-39.1200","Brazil","BR","BRA","Bahia","minor","11146","1076384756"
"Planura","Planura","-20.1378","-48.7019","Brazil","BR","BRA","Minas Gerais","minor","11145","1076475868"
"Mortugaba","Mortugaba","-15.0228","-42.3678","Brazil","BR","BRA","Bahia","minor","11143","1076150645"
"Itanhomi","Itanhomi","-19.1719","-41.8650","Brazil","BR","BRA","Minas Gerais","minor","11128","1076366095"
"São José do Campestre","Sao Jose do Campestre","-6.3158","-35.7139","Brazil","BR","BRA","Rio Grande do Norte","minor","11121","1076675633"
"Iuiú","Iuiu","-14.4139","-43.5539","Brazil","BR","BRA","Bahia","minor","11118","1076770021"
"Alto Parnaíba","Alto Parnaiba","-9.1108","-45.9300","Brazil","BR","BRA","Maranhão","minor","11109","1076860492"
"Peri-Mirim","Peri-Mirim","-2.5778","-44.8539","Brazil","BR","BRA","Maranhão","minor","11108","1076167021"
"Marilândia","Marilandia","-19.4128","-40.5417","Brazil","BR","BRA","Espírito Santo","minor","11107","1076343904"
"Chã da Alegria","Cha da Alegria","-8.0008","-35.2133","Brazil","BR","BRA","Pernambuco","minor","11102","1076360167"
"Capitão de Campos","Capitao de Campos","-4.4569","-41.9439","Brazil","BR","BRA","Piauí","minor","11100","1076683345"
"Parapuã","Parapua","-21.7681","-50.7717","Brazil","BR","BRA","São Paulo","minor","11098","1076691844"
"Ararendá","Ararenda","-4.7528","-40.8328","Brazil","BR","BRA","Ceará","minor","11096","1076266994"
"Antônio Carlos","Antonio Carlos","-21.3178","-43.7469","Brazil","BR","BRA","Minas Gerais","minor","11095","1076945729"
"Calçado","Calcado","-8.7419","-36.3339","Brazil","BR","BRA","Pernambuco","minor","11093","1076615496"
"Céu Azul","Ceu Azul","-25.1469","-53.8489","Brazil","BR","BRA","Paraná","minor","11087","1076175311"
"Divinolândia","Divinolandia","-21.6614","-46.7392","Brazil","BR","BRA","São Paulo","minor","11086","1076108804"
"Juruaia","Juruaia","-21.2528","-46.5769","Brazil","BR","BRA","Minas Gerais","minor","11084","1076409302"
"Congonhal","Congonhal","-22.1528","-46.0389","Brazil","BR","BRA","Minas Gerais","minor","11083","1076374543"
"Pirapetinga","Pirapetinga","-21.6558","-42.3458","Brazil","BR","BRA","Minas Gerais","minor","11077","1076957244"
"Nossa Senhora dos Milagres","Nossa Senhora dos Milagres","-12.8700","-39.8589","Brazil","BR","BRA","Bahia","minor","11071","1076012226"
"Rio Novo do Sul","Rio Novo do Sul","-20.8628","-40.9358","Brazil","BR","BRA","Espírito Santo","","11069","1076704645"
"Dois Riachos","Dois Riachos","-9.3925","-37.1006","Brazil","BR","BRA","Alagoas","minor","11067","1076407140"
"Santa Mariana","Santa Mariana","-23.1499","-50.5200","Brazil","BR","BRA","Paraná","minor","11066","1076823727"
"General Carneiro","General Carneiro","-26.4278","-51.3158","Brazil","BR","BRA","Paraná","","11062","1076353038"
"Moita Bonita","Moita Bonita","-10.5778","-37.3428","Brazil","BR","BRA","Sergipe","minor","11050","1076243003"
"Fagundes","Fagundes","-7.3550","-35.7750","Brazil","BR","BRA","Paraíba","minor","11049","1076611174"
"Jacinto","Jacinto","-16.1439","-40.2928","Brazil","BR","BRA","Minas Gerais","minor","11042","1076711631"
"São Sebastião de Lagoa de Roça","Sao Sebastiao de Lagoa de Roca","-7.0828","-35.8350","Brazil","BR","BRA","Paraíba","minor","11040","1076776639"
"Aperibé","Aperibe","-21.6208","-42.1028","Brazil","BR","BRA","Rio de Janeiro","minor","11034","1076210248"
"Anguera","Anguera","-12.1508","-39.2458","Brazil","BR","BRA","Bahia","minor","11031","1076371301"
"São Félix","Sao Felix","-12.6050","-38.9719","Brazil","BR","BRA","Bahia","minor","11026","1076181846"
"Botuporã","Botupora","-13.3819","-42.5228","Brazil","BR","BRA","Bahia","minor","11024","1076965505"
"Carmo da Mata","Carmo da Mata","-20.5578","-44.8708","Brazil","BR","BRA","Minas Gerais","minor","11019","1076608875"
"Itatuba","Itatuba","-7.3750","-35.6283","Brazil","BR","BRA","Paraíba","minor","11016","1076342881"
"Patu","Patu","-6.1100","-37.6369","Brazil","BR","BRA","Rio Grande do Norte","minor","11007","1076613644"
"Cerro Corá","Cerro Cora","-6.0458","-36.3458","Brazil","BR","BRA","Rio Grande do Norte","minor","11000","1076575951"
"Itiruçu","Itirucu","-13.5319","-40.1500","Brazil","BR","BRA","Bahia","minor","10999","1076026512"
"Upanema","Upanema","-5.6419","-37.2578","Brazil","BR","BRA","Rio Grande do Norte","minor","10991","1076592037"
"Ribeirão Bonito","Ribeirao Bonito","-22.0669","-48.1758","Brazil","BR","BRA","São Paulo","minor","10989","1076447966"
"Pinhalzinho","Pinhalzinho","-22.7800","-46.5700","Brazil","BR","BRA","São Paulo","minor","10986","1076934968"
"Paraúna","Parauna","-16.9478","-50.4486","Brazil","BR","BRA","Goiás","","10980","1076649178"
"Duas Barras","Duas Barras","-22.0508","-42.5219","Brazil","BR","BRA","Rio de Janeiro","minor","10980","1076491298"
"Piraí do Norte","Pirai do Norte","-13.7619","-39.3789","Brazil","BR","BRA","Bahia","minor","10974","1076939449"
"Manaíra","Manaira","-7.7061","-38.1544","Brazil","BR","BRA","Paraíba","minor","10972","1076296025"
"Guiratinga","Guiratinga","-16.3489","-53.7578","Brazil","BR","BRA","Mato Grosso","minor","10966","1076329698"
"Três Cachoeiras","Tres Cachoeiras","-29.4558","-49.9239","Brazil","BR","BRA","Rio Grande do Sul","minor","10962","1076760504"
"Matias Olímpio","Matias Olimpio","-3.7158","-42.5556","Brazil","BR","BRA","Piauí","minor","10958","1076360856"
"Cunha Porã","Cunha Pora","-26.8939","-53.1678","Brazil","BR","BRA","Santa Catarina","minor","10953","1076606926"
"Ibiraci","Ibiraci","-20.4619","-47.1219","Brazil","BR","BRA","Minas Gerais","minor","10948","1076264003"
"Rialma","Rialma","-15.3150","-49.5844","Brazil","BR","BRA","Goiás","minor","10940","1076379241"
"Itamarati","Itamarati","-6.4250","-68.2528","Brazil","BR","BRA","Amazonas","minor","10937","1076385125"
"Cantagalo","Cantagalo","-25.3739","-52.1258","Brazil","BR","BRA","Paraná","minor","10933","1076426121"
"São Pedro da Água Branca","Sao Pedro da Agua Branca","-5.0850","-48.4289","Brazil","BR","BRA","Maranhão","minor","10927","1076015674"
"Bueno Brandão","Bueno Brandao","-22.4408","-46.3508","Brazil","BR","BRA","Minas Gerais","minor","10911","1076032928"
"Groaíras","Groairas","-3.9128","-40.3828","Brazil","BR","BRA","Ceará","minor","10910","1076421246"
"Conceição do Castelo","Conceicao do Castelo","-20.3678","-41.2439","Brazil","BR","BRA","Espírito Santo","minor","10910","1076739978"
"Água Doce","Agua Doce","-18.5464","-40.9828","Brazil","BR","BRA","Espírito Santo","minor","10909","1076588183"
"Passa e Fica","Passa e Fica","-6.4358","-35.6428","Brazil","BR","BRA","Rio Grande do Norte","minor","10896","1076772213"
"Gilbués","Gilbues","-9.8319","-45.3439","Brazil","BR","BRA","Piauí","minor","10892","1076491367"
"Alto Rio Doce","Alto Rio Doce","-21.0258","-43.4108","Brazil","BR","BRA","Minas Gerais","minor","10891","1076504433"
"Sairé","Saire","-8.3278","-35.7058","Brazil","BR","BRA","Pernambuco","minor","10887","1076702989"
"Gentio do Ouro","Gentio do Ouro","-11.4289","-42.5058","Brazil","BR","BRA","Bahia","minor","10884","1076957913"
"Coroaci","Coroaci","-18.6219","-42.2858","Brazil","BR","BRA","Minas Gerais","minor","10884","1076620759"
"Conceição dos Ouros","Conceicao dos Ouros","-22.4128","-45.7978","Brazil","BR","BRA","Minas Gerais","minor","10880","1076803809"
"Bofete","Bofete","-23.1022","-48.2578","Brazil","BR","BRA","São Paulo","minor","10879","1076000023"
"Governador Lindenberg","Governador Lindenberg","-19.2519","-40.4608","Brazil","BR","BRA","Espírito Santo","minor","10869","1076956567"
"Avelino Lopes","Avelino Lopes","-10.1369","-43.9489","Brazil","BR","BRA","Piauí","minor","10866","1076060321"
"Rio dos Cedros","Rio dos Cedros","-26.7378","-49.2739","Brazil","BR","BRA","Santa Catarina","minor","10865","1076000091"
"Martinópole","Martinopole","-3.2258","-40.6969","Brazil","BR","BRA","Ceará","minor","10846","1076944697"
"Afonso Bezerra","Afonso Bezerra","-5.4978","-36.5058","Brazil","BR","BRA","Rio Grande do Norte","minor","10839","1076653188"
"Urubici","Urubici","-28.0150","-49.5919","Brazil","BR","BRA","Santa Catarina","minor","10834","1076702704"
"Roseira","Roseira","-22.8978","-45.3050","Brazil","BR","BRA","São Paulo","minor","10832","1076731583"
"Centenário do Sul","Centenario do Sul","-22.8208","-51.5950","Brazil","BR","BRA","Paraná","minor","10832","1076604544"
"Sítio Novo de Goiás","Sitio Novo de Goias","-5.6008","-47.6378","Brazil","BR","BRA","Tocantins","","10830","1076199362"
"São Jerônimo da Serra","Sao Jeronimo da Serra","-23.7278","-50.7408","Brazil","BR","BRA","Paraná","minor","10830","1076606884"
"Igaratinga","Igaratinga","-19.9550","-44.7089","Brazil","BR","BRA","Minas Gerais","minor","10830","1076729313"
"Laranja da Terra","Laranja da Terra","-19.8989","-41.0567","Brazil","BR","BRA","Espírito Santo","minor","10826","1076968120"
"São Luís do Curu","Sao Luis do Curu","-3.6700","-39.2428","Brazil","BR","BRA","Ceará","minor","10822","1076329932"
"Amaturá","Amatura","-3.3639","-68.1978","Brazil","BR","BRA","Amazonas","minor","10819","1076997362"
"Olivença","Olivenca","-9.5186","-37.1906","Brazil","BR","BRA","Alagoas","minor","10812","1076408524"
"Tacuru","Tacuru","-23.6328","-55.0158","Brazil","BR","BRA","Mato Grosso do Sul","minor","10808","1076103112"
"Eugenópolis","Eugenopolis","-21.0989","-42.1869","Brazil","BR","BRA","Minas Gerais","minor","10801","1076538883"
"Terra Boa","Terra Boa","-12.3919","-38.6250","Brazil","BR","BRA","Bahia","minor","10798","1076578412"
"Guaraciaba","Guaraciaba","-26.5989","-53.5178","Brazil","BR","BRA","Santa Catarina","minor","10796","1076248492"
"Barbosa Ferraz","Barbosa Ferraz","-24.0300","-52.0119","Brazil","BR","BRA","Paraná","minor","10795","1076936021"
"Guaraci","Guaraci","-20.4986","-48.9447","Brazil","BR","BRA","São Paulo","minor","10778","1076832083"
"Itamogi","Itamogi","-21.0778","-47.0478","Brazil","BR","BRA","Minas Gerais","minor","10770","1076902306"
"Pedralva","Pedralva","-22.2428","-45.4658","Brazil","BR","BRA","Minas Gerais","minor","10760","1076000746"
"Iramaia","Iramaia","-13.2858","-40.9508","Brazil","BR","BRA","Bahia","minor","10752","1076713749"
"Capela do Alto Alegre","Capela do Alto Alegre","-11.6678","-39.8378","Brazil","BR","BRA","Bahia","minor","10744","1076582203"
"Juruá","Jurua","-3.4808","-66.0689","Brazil","BR","BRA","Amazonas","minor","10742","1076219164"
"Uropá","Uropa","-11.1406","-62.3608","Brazil","BR","BRA","Rondônia","minor","10725","1076856574"
"Candiota","Candiota","-31.5578","-53.6728","Brazil","BR","BRA","Rio Grande do Sul","minor","10710","1076794665"
"Tamarana","Tamarana","-23.7228","-51.0969","Brazil","BR","BRA","Paraná","minor","10707","1076234264"
"Mara Rosa","Mara Rosa","-14.0169","-49.1778","Brazil","BR","BRA","Goiás","minor","10700","1076150786"
"Querência do Norte","Querencia do Norte","-23.0839","-53.4839","Brazil","BR","BRA","Paraná","minor","10685","1076782495"
"Iretama","Iretama","-24.4239","-52.1058","Brazil","BR","BRA","Paraná","minor","10684","1076488338"
"São João da Ocalina","Sao Joao da Ocalina","-23.9800","-51.8178","Brazil","BR","BRA","Paraná","minor","10667","1076299842"
"Capim Branco","Capim Branco","-19.5489","-44.1169","Brazil","BR","BRA","Minas Gerais","minor","10663","1076851522"
"Monte Alegre do Piauí","Monte Alegre do Piaui","-9.7539","-45.3039","Brazil","BR","BRA","Piauí","minor","10660","1076223084"
"Ponte Serrada","Ponte Serrada","-26.8719","-52.0158","Brazil","BR","BRA","Santa Catarina","minor","10649","1076102592"
"Santa Terezinha de Goiás","Santa Terezinha de Goias","-14.4378","-49.7058","Brazil","BR","BRA","Goiás","minor","10645","1076003561"
"Coité do Nóia","Coite do Noia","-9.6322","-36.5786","Brazil","BR","BRA","Alagoas","minor","10643","1076884049"
"São Félix do Araguaia","Sao Felix do Araguaia","-11.6169","-50.6689","Brazil","BR","BRA","Mato Grosso","minor","10625","1076329274"
"Jacinto Machado","Jacinto Machado","-28.9969","-49.7639","Brazil","BR","BRA","Santa Catarina","minor","10624","1076638099"
"Calçoene","Calcoene","2.4978","-50.9489","Brazil","BR","BRA","Amapá","minor","10612","1076001919"
"Canápolis","Canapolis","-18.7250","-49.2039","Brazil","BR","BRA","Minas Gerais","minor","10608","1076393756"
"Pires Ferreira","Pires Ferreira","-4.2469","-40.6450","Brazil","BR","BRA","Ceará","minor","10606","1076964579"
"Urucânia","Urucania","-20.3508","-42.7389","Brazil","BR","BRA","Minas Gerais","minor","10600","1076102437"
"Acari","Acari","-6.4358","-36.6389","Brazil","BR","BRA","Rio Grande do Norte","minor","10597","1076782658"
"Itarana","Itarana","-19.8739","-40.8750","Brazil","BR","BRA","Espírito Santo","minor","10597","1076953622"
"Monte Dourado","Monte Dourado","-0.8667","-52.5167","Brazil","BR","BRA","Pará","","10590","1076514172"
"Ninheira","Ninheira","-15.3208","-41.7539","Brazil","BR","BRA","Minas Gerais","minor","10588","1076790896"
"Piratininga","Piratininga","-22.4128","-49.1350","Brazil","BR","BRA","São Paulo","minor","10584","1076861726"
"Iaciara","Iaciara","-14.0958","-46.6319","Brazil","BR","BRA","Goiás","minor","10584","1076012245"
"Chorrochó","Chorrocho","-8.9800","-39.0939","Brazil","BR","BRA","Bahia","minor","10579","1076318650"
"Jaguari","Jaguari","-29.4969","-54.6900","Brazil","BR","BRA","Rio Grande do Sul","minor","10579","1076183625"
"Paricônia","Pariconia","-9.2539","-38.0058","Brazil","BR","BRA","Alagoas","minor","10573","1076791574"
"Lagoa do Mato","Lagoa do Mato","-6.0469","-43.5258","Brazil","BR","BRA","Maranhão","minor","10572","1076574192"
"Mulungu","Mulungu","-4.3058","-38.9958","Brazil","BR","BRA","Ceará","minor","10569","1076343616"
"Pôrto Firme","Porto Firme","-20.6728","-43.0839","Brazil","BR","BRA","Minas Gerais","minor","10569","1076023873"
"Catanduvas","Catanduvas","-27.0708","-51.6619","Brazil","BR","BRA","Santa Catarina","minor","10566","1076593724"
"Monsenhor Gil","Monsenhor Gil","-5.5642","-42.6078","Brazil","BR","BRA","Piauí","minor","10564","1076756343"
"Corumbá de Goiás","Corumba de Goias","-15.9239","-48.8089","Brazil","BR","BRA","Goiás","minor","10562","1076265793"
"Cachoeira de Minas","Cachoeira de Minas","-22.3550","-45.7789","Brazil","BR","BRA","Minas Gerais","minor","10555","1076635151"
"São José do Calçado","Sao Jose do Calcado","-21.0253","-41.6544","Brazil","BR","BRA","Espírito Santo","minor","10546","1076530906"
"Paranã","Parana","-12.6150","-47.8828","Brazil","BR","BRA","Tocantins","minor","10542","1076862389"
"Mario Campos","Mario Campos","-20.0558","-44.1878","Brazil","BR","BRA","Minas Gerais","minor","10535","1076413887"
"Floresta Azul","Floresta Azul","-14.8600","-39.6600","Brazil","BR","BRA","Bahia","minor","10525","1076945330"
"Wanderlândia","Wanderlandia","-6.8489","-47.9628","Brazil","BR","BRA","Tocantins","minor","10522","1076857031"
"Benedito Novo","Benedito Novo","-26.7828","-49.3639","Brazil","BR","BRA","Santa Catarina","minor","10520","1076784672"
"Recreio","Recreio","-21.5250","-42.4692","Brazil","BR","BRA","Minas Gerais","minor","10520","1076403052"
"Cedro","Cedro","-7.7219","-39.2389","Brazil","BR","BRA","Pernambuco","minor","10518","1076317515"
"Xambioá","Xambioa","-6.4108","-48.5358","Brazil","BR","BRA","Tocantins","","10517","1076712619"
"Vargem","Vargem","-22.8889","-46.4139","Brazil","BR","BRA","São Paulo","minor","10512","1076267922"
"Cristino Castro","Cristino Castro","-8.8178","-44.2239","Brazil","BR","BRA","Piauí","minor","10503","1076946451"
"Poção","Pocao","-8.1858","-36.7050","Brazil","BR","BRA","Pernambuco","minor","10500","1076278807"
"Rio do Pires","Rio do Pires","-13.1278","-42.2919","Brazil","BR","BRA","Bahia","minor","10497","1076703225"
"Buriti Alegre","Buriti Alegre","-18.1439","-49.0439","Brazil","BR","BRA","Goiás","minor","10495","1076584363"
"Delta","Delta","-19.9769","-47.7708","Brazil","BR","BRA","Minas Gerais","minor","10494","1076003127"
